ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,bill_ap,bill_m,bill_ju,bill_jy,bill_ag,bill_s,pmt_ap,pmt_m,pmt_ju,pmt_jy,pmt_ag,pmt_s,pay_ap,pay_m,pay_ju,pay_jy,pay_ag,pay_s,DEFAULT
215,male,university,2,27,470000,309959,305145,479978,307843,303320,296573,10367,10838,10484,0,11001,13000,0,0,2,2,2,2,not default
216,male,high school,1,42,30000,780,1320,240,390,390,390,0,0,1470,240,390,390,2,-1,-1,-1,-1,-1,not default
217,female,university,1,36,240000,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
218,male,university,2,36,80000,78245,76235,80016,78534,78501,79278,3000,3500,3000,3400,3500,3100,0,0,0,0,0,2,not default
219,female,high school,0,31,110000,63208,63818,73315,79288,84229,89989,8954,3000,3000,3000,5000,4000,0,0,0,0,0,0,not default
220,female,graduate school,2,38,310000,0,0,0,126,4542,1424,0,0,0,0,126,4542,-2,-2,-1,-1,-1,-1,not default
221,female,graduate school,1,40,360000,120238,117845,114690,112157,115468,105167,4700,4500,5000,5900,0,12000,0,0,0,2,2,2,default
222,female,high school,2,45,330000,330121,335760,333860,335527,334954,335196,11678,12213,12450,12116,12378,12388,0,0,0,0,0,0,not default
223,female,university,2,35,300000,212508,208464,215827,205629,297268,291619,15000,9557,12000,17000,9006,12019,0,0,0,0,0,0,not default
224,female,university,2,33,320000,33263,43805,65913,108597,94037,91653,3754,5045,2076,2117,18832,10042,0,0,0,0,0,0,not default
225,female,high school,2,37,50000,29957,30249,30394,49205,51537,52626,30592,1201,1000,1500,24,0,0,0,0,2,3,1,default
226,female,graduate school,2,28,170000,128839,127280,125514,128900,131199,130370,4962,4877,4820,22500,4860,6530,0,0,0,0,0,0,not default
227,male,high school,1,44,350000,0,0,569,1864,2686,3265,0,0,0,569,1864,2686,-2,-1,-1,-1,-1,-1,not default
228,male,university,1,37,20000,19175,18650,18768,18902,16511,16455,782,834,676,663,3000,1609,0,0,0,0,0,0,not default
229,male,university,2,23,50000,18858,20066,21247,44116,48456,49758,1004,707,704,2004,2254,2401,0,0,0,0,0,2,default
230,female,high school,2,24,20000,0,1730,7630,17233,18165,19154,3200,0,100,500,1333,0,0,0,0,0,2,1,not default
231,female,graduate school,2,24,50000,1308,10385,19420,30937,35796,35084,389,1011,238,1002,2002,2090,0,0,0,0,0,0,not default
232,male,university,2,23,20000,10104,13454,16875,16856,17132,20235,10000,1000,0,1000,1200,0,0,2,0,0,2,1,default
233,male,university,1,26,50000,46557,45567,2624,0,0,102800,2000,1747,45567,2624,0,0,0,-1,-1,-2,0,0,not default
234,male,university,2,34,190000,150052,140120,142323,134379,131383,129801,2769,12118,0,10000,5000,5000,2,2,0,0,0,2,default
235,female,university,1,33,60000,19421,20175,20694,20934,36367,58203,599,811,721,1000,1298,1506,0,0,0,0,0,0,not default
236,male,graduate school,2,35,80000,19942,1378,1719,6848,3977,7988,2418,19942,1378,1719,6853,3983,-1,-1,-1,-1,-1,-1,not default
237,female,university,2,27,150000,29497,36900,44384,51547,110050,127402,2529,1077,1208,1566,1745,4500,0,0,0,0,0,0,not default
238,female,graduate school,2,31,210000,2293,6082,893,7422,0,1440,3299,2293,6082,893,7422,0,-1,-1,-2,-2,-2,-2,not default
239,female,high school,1,50,240000,214694,210375,207642,214642,231669,234205,7714,8009,8000,8008,9150,10116,0,0,0,0,0,0,default
240,female,university,3,41,140000,16383,16409,19068,22940,21708,19346,2399,3000,1000,2198,2000,3000,0,0,0,0,0,0,default
241,female,graduate school,2,28,60000,2285,0,0,0,20650,21501,0,2285,0,0,0,0,-1,-2,-2,2,2,1,not default
242,male,graduate school,2,39,50000,15874,30789,50803,48630,47974,47174,2000,2000,2000,3000,2000,1800,0,0,0,0,0,0,not default
243,female,university,2,27,50000,29399,28790,27990,28676,27724,26655,1100,1200,1200,900,1750,1800,0,0,0,0,0,0,not default
244,female,graduate school,2,32,180000,0,2821,0,2821,5853,3139,176,0,2821,0,0,2821,-1,-1,2,2,-1,-1,not default
245,female,graduate school,2,40,30000,79,19,19,139,215,142,60,60,0,0,120,355,2,2,2,2,-1,-1,not default
246,female,university,2,40,20000,0,0,19575,20102,20396,19816,0,0,0,2114,2203,1601,-2,0,0,0,0,0,not default
247,female,university,1,75,250000,794,5572,1010,1536,1631,52874,1184,794,5572,1010,1536,1631,-1,-1,-1,-1,-1,0,not default
248,female,university,2,27,100000,32904,30997,30337,30036,34457,37767,0,2423,1150,1100,1799,1788,0,0,0,0,0,0,not default
249,male,graduate school,2,25,330000,25358,39450,51137,48139,45781,46140,2566,1023,74,5056,4007,2504,0,2,0,0,0,0,not default
250,male,high school,1,46,50000,17484,16765,16418,16099,15392,35713,2000,1000,611,587,1268,1561,0,0,0,0,0,0,not default
251,female,university,2,26,50000,29998,29527,30115,48869,51486,50867,3003,2005,2002,1206,136,1710,0,0,0,2,2,1,not default
252,male,university,2,28,30000,0,22001,25255,29155,29507,29242,0,0,955,851,1244,5006,0,0,0,0,0,0,not default
253,female,university,2,26,140000,106828,107699,105334,104781,105246,101551,3304,3785,3894,3605,5087,5366,0,0,0,0,0,0,default
254,female,graduate school,2,28,160000,84426,99669,7222,28052,47779,70243,10000,12600,99669,1000,2000,7042,0,-1,0,0,0,0,not default
255,female,university,2,29,400000,2486,1896,4944,1453,3719,19532,862,2494,1905,4968,1469,3127,-1,-1,-1,-1,0,-1,not default
256,male,university,1,25,50000,28538,29533,29928,29341,28513,27699,886,1024,994,980,1393,1565,0,0,0,0,0,0,not default
257,female,university,1,48,140000,21361,1130,1355,862,1233,1154,1347,21361,1130,1355,1075,1233,-1,-1,-1,-1,-1,0,not default
258,female,university,1,33,160000,2210,7333,52572,9624,2453,8015,0,2210,1546,52572,9880,2453,-1,0,-1,-1,-1,-1,not default
259,female,high school,1,43,100000,0,0,0,0,0,62170,0,0,0,0,0,0,-2,-2,-2,-2,0,0,not default
260,male,graduate school,1,48,220000,162402,172169,169115,201852,213522,210380,5500,6000,5500,6000,9020,10000,0,0,0,0,0,2,default
261,female,graduate school,2,29,510000,36739,87265,103776,107686,99414,78331,65000,25365,5001,5000,20094,40010,0,0,0,0,0,0,not default
262,male,university,2,29,50000,28309,29130,27823,32563,35100,49276,6318,1062,3130,3000,1400,1602,0,0,0,0,0,0,not default
263,female,graduate school,1,38,160000,12652,16578,18941,5969,4664,4473,1916,12652,0,18941,5969,4664,-1,2,-1,-1,-1,-1,not default
264,female,graduate school,2,37,230000,338,299,0,0,50815,2283,0,338,299,0,0,51315,-2,-2,-2,-2,-2,-2,not default
265,female,graduate school,2,37,80000,16872,1644,188,5986,249,10115,4000,16872,1644,188,5995,258,-1,-1,-1,-1,-1,-1,not default
266,female,university,1,25,150000,316,316,316,0,0,6156,316,316,316,316,0,0,-1,-1,-1,-2,-1,-1,not default
267,male,high school,2,23,10000,9411,9729,9182,9002,7838,6974,175,0,847,478,1298,1134,2,0,0,0,0,0,not default
268,female,high school,2,49,130000,27500,28065,49654,72197,91362,89003,0,600,561,1630,3095,4100,0,0,0,0,0,0,default
269,female,graduate school,2,48,40000,35673,34762,34586,33634,34449,34871,1500,1500,1500,1500,1600,1600,0,0,0,0,0,0,not default
270,male,university,2,27,50000,2614,14319,13968,14242,14880,13694,1390,2614,501,426,0,1700,-1,0,0,2,2,3,default
271,male,high school,2,32,100000,18126,19848,19713,20974,31545,70003,2015,1009,2007,616,2004,2035,0,0,0,0,0,0,not default
272,male,graduate school,1,34,120000,0,450,900,1350,632,1082,450,0,0,0,1350,0,0,0,0,-1,2,-1,not default
273,female,graduate school,2,58,260000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
274,female,university,2,33,200000,11905,16325,14512,14024,12852,11253,3000,1200,2000,2000,1322,2000,0,0,0,0,0,0,not default
275,female,university,2,28,360000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,default
276,female,university,2,36,70000,15085,14310,30163,68376,69120,68699,2000,3000,3000,3268,12496,4483,0,0,0,0,0,0,not default
277,male,graduate school,1,40,460000,22535,-10,2641,-13,2715,171,0,22545,0,2654,0,2728,-1,-1,-1,-1,-1,2,default
278,female,graduate school,2,26,50000,316,316,316,316,316,1156,316,316,316,316,316,316,-1,-1,-1,-1,-1,-1,not default
279,male,high school,1,33,50000,19703,20067,20046,50654,50462,50859,697,703,707,691,2199,2007,0,0,0,0,0,0,not default
280,female,university,1,31,250000,101299,100871,99029,97109,102594,103109,4400,5000,4000,5000,4500,4000,0,0,0,0,0,0,not default
281,female,graduate school,2,27,30000,0,0,1814,664,2458,1512,0,0,0,1500,664,1000,-2,0,0,-1,0,0,not default
282,male,university,1,44,270000,43414,44149,69669,92630,109189,127543,31031,43509,44299,10150,5162,10063,-1,-1,0,0,0,0,not default
283,female,high school,2,30,180000,70204,103692,122196,147032,153152,163935,3211,3000,3605,3563,6091,7722,0,0,0,0,0,0,not default
284,female,graduate school,2,28,100000,56265,55831,52336,52600,52656,53494,3000,3000,5000,2025,3000,4173,0,0,0,0,0,0,not default
285,female,high school,1,32,230000,98457,98182,94814,92195,88743,195126,5000,4000,5000,5000,5000,5000,0,0,0,0,0,0,not default
286,female,graduate school,1,46,210000,586,16171,20076,21874,41986,110346,19777,586,16171,20076,21874,41986,-1,-1,-1,-1,-1,-1,not default
287,male,graduate school,2,38,210000,46549,63663,62683,62769,62804,60502,2502,2000,2000,2000,2026,3276,0,0,0,0,0,2,not default
288,female,university,1,46,440000,97622,105280,113135,149944,181557,180641,2701,4001,3800,3727,6907,8610,0,0,0,0,0,0,not default
289,female,university,2,25,100000,51365,69718,69856,70125,71678,70896,1559,1960,2127,2000,2092,3472,0,0,0,0,0,2,default
290,female,university,1,46,240000,4311,11765,10765,10605,9900,8751,1000,1000,1000,1000,1000,1295,0,0,0,0,0,0,not default
291,male,graduate school,2,33,280000,-339603,325,898,325,898,898,345293,0,325,898,325,898,-1,-1,-1,-1,-1,-1,default
292,female,university,2,22,50000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
293,male,university,1,43,30000,2566,2000,2182,1914,2610,1700,0,600,0,300,0,1100,2,2,2,2,2,3,not default
294,male,university,2,27,10000,10182,9963,9901,9560,10227,7015,700,393,370,500,0,3507,0,0,0,2,0,0,default
295,male,graduate school,2,29,130000,0,0,0,0,0,0,1500,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
296,male,graduate school,2,31,200000,133990,133634,133345,186292,197344,194353,5300,5141,4804,4715,7465,9000,0,0,0,0,0,0,not default
297,female,university,1,29,120000,1820,0,1423,2179,657,1686,2496,1820,0,1423,2319,657,-1,-1,-1,-1,-1,-1,not default
298,female,university,1,36,210000,131629,147993,148190,144415,142996,143225,4700,4544,5900,6000,5082,6483,0,0,0,0,0,0,not default
299,female,graduate school,1,36,280000,30771,30172,29701,63225,60788,58983,2000,1100,1100,1300,3463,2755,0,0,0,0,0,0,not default
300,male,graduate school,2,34,300000,203,19595,12601,13001,0,0,0,203,19595,0,13001,0,-1,-1,0,-1,-2,1,default
301,male,university,2,37,100000,64513,66796,66926,67185,98222,99209,2305,2497,2365,2314,2332,3490,0,0,0,0,0,0,not default
302,female,graduate school,2,36,440000,0,0,0,0,0,0,0,162000,0,0,0,0,-2,-2,-2,-2,-2,-2,not default
303,female,high school,1,40,50000,14458,13687,12898,12104,51213,49941,1000,1000,1000,1000,1206,2400,0,0,0,0,0,0,not default
304,female,graduate school,2,25,20000,12510,15761,15824,27820,14564,11968,2000,1000,1700,4000,0,2800,0,0,0,2,0,0,default
305,female,graduate school,2,27,200000,7414,4084,4242,960,665,871,2880,3500,1014,3908,960,665,0,0,0,-1,-1,-1,not default
306,female,university,2,26,110000,400,1848,1256,5704,3220,432,0,0,3000,0,5904,3220,-2,-2,-2,-2,-2,-2,not default
307,female,university,1,36,500000,0,4590,8500,0,23956,10483,0,0,4590,8500,0,23962,-1,-1,-1,-1,-1,-1,not default
308,female,university,1,27,300000,0,0,0,0,5215,0,0,0,0,0,0,5215,-2,-2,-2,-1,-1,1,not default
309,male,high school,1,55,30000,14514,13836,12841,11339,10613,9720,1500,1500,1500,2000,1200,1200,4,3,3,2,2,2,default
310,female,graduate school,2,27,60000,11736,273,4889,14366,13801,20847,0,13557,273,4889,14583,13809,-1,-1,-1,-1,-1,-1,not default
311,female,university,1,38,400000,2077,5103,5322,1354,3600,3697,9085,2386,6,5322,1354,1000,-1,0,-1,-1,0,-1,not default
312,female,university,1,34,180000,132845,130331,127814,147042,146333,143301,5100,5000,4900,5000,5000,7000,0,0,0,0,0,0,not default
313,male,graduate school,2,40,20000,14340,13057,10411,16567,13738,10934,0,1500,3000,0,3100,3000,0,0,2,0,0,0,not default
314,female,high school,1,49,200000,59983,58657,54723,56205,51040,52439,3000,2286,5000,0,6000,0,0,0,2,2,2,-1,default
315,male,graduate school,2,27,100000,6441,17580,28776,33415,52557,55734,200,909,645,200,1286,1631,0,0,0,0,0,0,not default
316,male,university,2,23,60000,19346,17808,17277,34312,33282,49507,616,2000,809,618,2000,1970,0,0,0,0,0,0,default
317,female,university,2,36,110000,53652,52175,50894,50330,48947,47819,2200,2500,2100,2000,2500,2200,0,0,0,0,0,0,not default
318,female,high school,1,53,260000,485,397,452,526,165,0,459,485,397,452,526,165,-1,-2,-2,-1,-1,1,not default
319,female,high school,1,46,50000,24883,29898,29742,29516,50955,48522,654,863,1030,1070,1,3754,0,0,0,2,2,3,not default
320,male,university,2,29,180000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
321,male,university,2,29,110000,47969,47862,48647,51908,56598,58362,2000,1854,2000,2000,0,2500,0,0,0,2,2,1,default
322,female,graduate school,2,27,340000,103263,145645,155628,166281,180140,172180,50000,2732,5849,5000,5461,21105,0,0,0,0,0,0,not default
323,male,university,2,24,50000,8085,8384,7476,3865,2441,1399,1000,1306,2477,3666,1500,1070,0,0,0,0,0,-1,not default
324,female,university,1,28,230000,6173,767,2100,1100,18826,26361,1000,6173,767,1000,1100,1710,-1,-1,-2,0,0,0,default
325,female,university,2,32,360000,100738,100123,95631,91834,94054,93029,10000,10000,10000,10000,7000,10000,0,0,0,0,0,0,not default
326,male,university,2,43,210000,37056,45075,40555,38013,0,0,3000,3000,5000,3000,38013,0,0,0,0,-1,-2,1,not default
327,female,university,1,41,220000,325,475,950,325,650,650,325,325,0,950,0,325,-1,2,-1,2,2,-1,default
328,female,university,1,34,60000,30225,29566,30184,27233,27976,24898,1291,1300,0,3720,0,3800,0,2,2,2,2,2,default
329,male,university,1,55,340000,7416,24599,2190,8300,44665,50396,77195,7416,24599,2190,8321,44665,-2,-2,-2,-1,-1,-2,not default
330,male,graduate school,1,40,150000,109428,107147,104975,100064,102586,99855,4200,4200,4000,8100,0,5200,2,2,2,2,2,2,not default
331,female,university,1,37,200000,16893,23209,6773,189,505,-179,2500,17000,24000,6900,0,1000,-1,-1,-1,2,-1,1,default
332,female,university,2,40,130000,12685,10167,9826,11883,12394,9559,500,2700,500,500,0,3000,0,0,0,2,0,0,default
333,female,graduate school,2,28,60000,31857,20973,11427,11237,10232,10540,7000,11540,10000,673,1483,0,0,0,0,0,2,1,not default
334,female,university,1,43,400000,78388,1600,0,0,0,0,0,78388,1600,0,0,0,-1,-1,-2,-2,-2,1,not default
335,male,graduate school,2,27,20000,18868,19108,19453,19658,19089,20571,376,674,700,830,1600,1323,0,0,0,0,0,0,not default
336,female,graduate school,2,28,190000,160361,156664,153538,151905,146943,143464,5865,6370,5753,5645,7408,5795,0,0,0,0,0,0,not default
337,female,graduate school,2,30,260000,159108,158762,158114,159988,160246,156882,6000,7000,7000,6000,8000,10000,0,0,0,0,0,0,not default
338,female,university,2,31,140000,0,0,0,0,0,390,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,not default
339,female,university,1,31,50000,29170,30078,30929,49675,47716,46512,1047,1046,1073,1061,4406,1974,0,0,0,0,0,0,default
340,female,graduate school,2,34,120000,830,1330,1100,6313,6531,882,2037,3800,1330,1100,5037,6900,-1,-1,-1,0,-1,-1,not default
341,female,university,2,30,240000,0,92,0,92,92,92,1883,0,92,0,92,92,-2,-2,-2,-2,-2,-2,not default
342,male,university,2,36,50000,978,978,680,4123,6172,5916,0,0,978,0,1200,1212,0,-1,0,0,0,0,not default
343,female,graduate school,2,29,200000,24248,24815,20183,4847,183,2393,1000,0,5000,20183,4872,0,2,-1,-1,-1,2,-1,not default
344,male,graduate school,1,39,180000,1005,-1005,122295,242063,281713,274731,1898,101005,0,26000,145000,11000,-1,0,0,-1,0,0,not default
345,female,graduate school,2,26,180000,106517,108248,105894,130553,138232,145403,4028,4250,4106,3835,5051,5440,0,0,0,0,0,0,not default
346,female,graduate school,2,29,160000,1654,6182,2303,-2697,-707,3097,13000,1500,5000,5000,0,0,0,0,-1,-2,-1,-1,not default
347,female,university,2,26,100000,3980,1980,3542,4159,4192,1370,1525,2000,1080,1000,4159,4210,0,0,0,-1,-1,-1,not default
348,female,university,2,29,50000,41145,39963,45545,50409,49316,47081,2000,2000,2000,2000,2000,3000,0,0,0,0,0,0,default
349,female,university,2,31,140000,142174,141748,139679,140254,137950,138119,5000,6000,5300,5100,6500,6600,0,0,0,0,0,0,not default
350,female,university,2,26,30000,19844,20796,20222,20123,19012,17893,1000,715,795,621,1522,1411,0,0,0,0,0,0,default
351,male,graduate school,2,26,90000,23101,0,1940,1940,20473,39128,3000,23101,0,0,4200,1541,-1,0,0,-1,0,0,not default
352,male,graduate school,1,36,200000,1386,0,-3684,3432,-13543,-14386,10000,100000,4000,0,47015,10118,-1,-2,-1,-1,-2,1,not default
353,male,graduate school,2,30,380000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
354,female,university,2,43,80000,19414,19036,51042,58501,78102,77057,882,695,1691,3000,2600,3177,0,0,0,0,0,0,not default
355,male,high school,1,58,50000,18856,19089,18530,18122,18720,15899,638,634,1001,1000,0,3400,2,0,0,2,2,2,not default
356,male,university,1,45,180000,31127,30419,29981,29650,28422,27679,1500,1500,1200,1100,2000,1481,0,0,0,0,0,-1,default
357,female,university,2,26,240000,103360,113966,113133,124226,128940,141315,3520,3825,4000,3870,5834,6349,0,0,0,0,0,0,not default
358,male,university,2,34,380000,169121,171253,174675,193992,179206,194314,4400,5000,6000,5000,35000,9010,0,0,0,0,0,0,not default
359,female,other,2,24,110000,84462,82333,80631,79044,77431,83755,4000,3500,3000,2900,2900,3000,0,0,0,0,0,0,not default
360,male,graduate school,1,34,260000,291,34039,2351,51058,291,49657,291,291,34039,35696,51058,291,-1,-1,-1,-1,-1,-1,not default
361,female,university,2,23,500000,419643,484612,505507,499936,509229,507726,19000,16000,16500,14000,0,10000,0,0,0,2,3,4,default
362,female,university,2,30,320000,74610,74374,72849,72029,71151,71305,2500,2781,2661,2570,2568,2589,0,0,0,0,0,0,not default
363,male,university,2,32,50000,25775,45008,44039,43562,44741,45734,1590,1275,1358,1262,0,0,0,0,0,2,3,4,not default
364,male,graduate school,1,40,110000,216,216,2000,2066,0,0,66,216,216,0,2066,0,-1,-1,0,-1,-2,1,default
365,female,graduate school,2,35,230000,613,576,665,399,300,761,520,613,576,665,399,300,-2,-2,-2,-2,-2,-2,not default
366,female,university,1,56,330000,8676,3965,0,1488,1520,-9,384,8676,3965,0,1507,1529,-1,-1,-2,-1,-1,1,not default
367,female,university,1,61,50000,24774,23171,23319,50476,49396,47166,1039,2000,1000,975,2237,3000,0,0,0,0,0,0,not default
368,male,university,2,24,10000,2132,2008,2813,2989,1923,2887,0,150,0,0,1500,0,0,0,2,2,2,-1,not default
369,male,graduate school,1,40,300000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
370,female,university,1,32,20000,10985,10918,11084,19703,20010,20631,616,632,390,384,1168,0,0,0,0,0,2,3,default
371,male,university,1,36,180000,0,0,0,0,0,83538,0,0,0,0,0,0,-2,-2,-2,-2,2,2,default
372,male,graduate school,2,30,160000,21712,13028,8578,15086,2977,99,50000,29712,13028,9123,15086,2977,-1,-1,-1,-1,-1,-1,not default
373,female,graduate school,2,34,90000,48767,49718,42451,43449,35089,34302,2000,0,8000,0,9000,1640,2,2,2,0,0,0,not default
374,male,high school,3,54,30000,25943,24339,23221,22352,22298,22987,0,2000,4000,1500,2000,2500,0,0,0,0,0,0,not default
375,male,graduate school,1,46,180000,178719,28089,106288,175233,174590,173267,7000,160719,5040,3305,5299,8100,0,0,0,0,0,0,not default
376,male,high school,1,58,30000,22437,21800,21495,21229,20168,19143,1961,1000,800,915,1700,1640,0,0,0,0,0,0,not default
377,male,university,1,43,30000,24242,25183,21509,20905,19901,20518,1000,0,4200,946,1342,0,2,0,0,0,2,1,not default
378,female,graduate school,2,28,140000,3745,3400,4991,7609,14446,10833,4000,5500,3600,4991,3855,14000,-1,-1,-1,0,0,-1,not default
379,male,graduate school,2,30,210000,49888,47842,44584,43308,71906,69937,10000,3000,4000,2000,3000,3500,0,0,0,0,0,0,not default
380,male,university,2,31,50000,12487,11139,9577,15093,15129,20526,5000,3000,3000,327,3000,2000,0,0,0,0,0,0,default
381,female,university,2,29,130000,75355,73875,72367,70947,90780,89055,5750,2701,2674,2600,2575,4200,0,0,0,0,0,0,not default
